country,year,indicator,value,source,last_updated
Albania,2023,Number of Disasters,0,EM-DAT (Realistic Simulation),2025-10-18
Albania,2023,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Albania,2023,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Albania,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Albania,2023,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Albania,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Albania,2023,Food Security Impact Score,0,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2020,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2020,Total Affected (people),54613.76861273365,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2020,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2020,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2020,Flood Events,3,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2020,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2020,Food Security Impact Score,1.7300710927170775,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2021,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2021,Total Affected (people),20154.55671315669,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2021,Total Damages (USD millions),566.1162008909041,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2021,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2021,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2021,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2021,Food Security Impact Score,3.2445137730070375,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2022,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2022,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2022,Total Damages (USD millions),1316.232905224606,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2022,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2022,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2022,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2022,Food Security Impact Score,0,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2023,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2023,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2023,Total Damages (USD millions),380.2554849779804,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2023,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Algeria,2023,Food Security Impact Score,2.707126400978608,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2020,Number of Disasters,4,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2020,Total Affected (people),79910.61657377797,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2020,Total Damages (USD millions),22.281191568408858,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2020,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2020,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2020,Storm Events,3,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2020,Food Security Impact Score,4.91289107827399,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2021,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2021,Total Affected (people),81362.44795279749,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2021,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2021,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2021,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2021,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2021,Food Security Impact Score,1.5747537867306962,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2022,Number of Disasters,0,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2022,Total Affected (people),109849.20103348559,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2022,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2022,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2022,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2022,Food Security Impact Score,1.434354729280929,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2023,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2023,Total Affected (people),130243.37373153365,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2023,Total Damages (USD millions),426.89633174617614,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2023,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2023,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
American Samoa,2023,Food Security Impact Score,3.4425513564403825,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2020,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2020,Total Affected (people),15975.228621875794,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2020,Total Damages (USD millions),611.6511639964178,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2020,Drought Events,2,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2020,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2020,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2020,Food Security Impact Score,2.628425775010202,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2021,Number of Disasters,5,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2021,Total Affected (people),113127.40647203001,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2021,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2021,Drought Events,2,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2021,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2021,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2021,Food Security Impact Score,3.524358802694503,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2022,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2022,Total Affected (people),46459.95221824093,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2022,Total Damages (USD millions),804.2389472977264,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2022,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2022,Storm Events,2,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2022,Food Security Impact Score,1.2494518874535714,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2023,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2023,Total Affected (people),15451.498102684367,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2023,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2023,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2023,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Andorra,2023,Food Security Impact Score,6.706712136983299,EM-DAT (Realistic Simulation),2025-10-18
Angola,2020,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Angola,2020,Total Affected (people),88450.18615906288,EM-DAT (Realistic Simulation),2025-10-18
Angola,2020,Total Damages (USD millions),88.39636435432998,EM-DAT (Realistic Simulation),2025-10-18
Angola,2020,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Angola,2020,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Angola,2020,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Angola,2020,Food Security Impact Score,6.746153086848986,EM-DAT (Realistic Simulation),2025-10-18
Angola,2021,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
Angola,2021,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Angola,2021,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Angola,2021,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Angola,2021,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Angola,2021,Storm Events,2,EM-DAT (Realistic Simulation),2025-10-18
Angola,2021,Food Security Impact Score,2.777919893624765,EM-DAT (Realistic Simulation),2025-10-18
Angola,2022,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Angola,2022,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Angola,2022,Total Damages (USD millions),1203.635264132096,EM-DAT (Realistic Simulation),2025-10-18
Angola,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Angola,2022,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Angola,2022,Storm Events,2,EM-DAT (Realistic Simulation),2025-10-18
Angola,2022,Food Security Impact Score,2.7982377939350345,EM-DAT (Realistic Simulation),2025-10-18
Angola,2023,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Angola,2023,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Angola,2023,Total Damages (USD millions),97.26031962696344,EM-DAT (Realistic Simulation),2025-10-18
Angola,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Angola,2023,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Angola,2023,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Angola,2023,Food Security Impact Score,2.249444454899548,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Total Affected (people),56599.83134970746,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Storm Events,2,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Food Security Impact Score,3.834592199517324,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Total Affected (people),214473.30009132525,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Storm Events,2,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Food Security Impact Score,0.5417300157234837,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Number of Disasters,5,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Total Affected (people),83454.13223981735,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Food Security Impact Score,10,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Number of Disasters,0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Total Affected (people),100046.89971229405,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Total Damages (USD millions),0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Storm Events,3,EM-DAT (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Food Security Impact Score,2.9052638157198483,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2020,Number of Disasters,4,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2020,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2020,Total Damages (USD millions),656.9342352124219,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2020,Drought Events,1,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2020,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2020,Storm Events,2,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2020,Food Security Impact Score,3.441076401677338,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2021,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2021,Total Affected (people),204290.2169066202,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2021,Total Damages (USD millions),650.0491511517017,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2021,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2021,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2021,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2021,Food Security Impact Score,4.8530827911013414,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2022,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2022,Total Affected (people),171141.10413127113,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2022,Total Damages (USD millions),306.26232199574315,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2022,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2022,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2022,Food Security Impact Score,2.4316822194205736,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2023,Number of Disasters,3,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2023,Total Affected (people),10416.672617238524,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2023,Total Damages (USD millions),797.6089201970331,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2023,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2023,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Arab World,2023,Food Security Impact Score,1.3766439178451524,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2020,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2020,Total Affected (people),106804.77438020578,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2020,Total Damages (USD millions),655.5211942463505,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2020,Drought Events,2,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2020,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2020,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2020,Food Security Impact Score,4.080713632480486,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2021,Number of Disasters,2,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2021,Total Affected (people),29614.03651587577,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2021,Total Damages (USD millions),5.2725086922420275,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2021,Drought Events,2,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2021,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2021,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2021,Food Security Impact Score,0.32375312893444974,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2022,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2022,Total Affected (people),0,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2022,Total Damages (USD millions),307.1289718494256,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2022,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2022,Flood Events,0,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2022,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2022,Food Security Impact Score,2.302607116110666,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2023,Number of Disasters,1,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2023,Total Affected (people),112409.51776065645,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2023,Total Damages (USD millions),253.73837962359778,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2023,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2023,Flood Events,2,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2023,Storm Events,1,EM-DAT (Realistic Simulation),2025-10-18
Argentina,2023,Food Security Impact Score,0.017359982986005384,EM-DAT (Realistic Simulation),2025-10-18
Armenia,2020,Number of Disasters,0,EM-DAT (Realistic Simulation),2025-10-18
Armenia,2020,Total Affected (people),26650.377072304444,EM-DAT (Realistic Simulation),2025-10-18
Armenia,2020,Total Damages (USD millions),318.9872117551671,EM-DAT (Realistic Simulation),2025-10-18
Armenia,2020,Drought Events,0,EM-DAT (Realistic Simulation),2025-10-18
Armenia,2020,Flood Events,1,EM-DAT (Realistic Simulation),2025-10-18
Armenia,2020,Storm Events,0,EM-DAT (Realistic Simulation),2025-10-18
