country,year,indicator,value,source,last_updated
Albania,2022,Prevalence of Undernourishment (%),38.473723502722834,FAO (Realistic Simulation),2025-10-18
Albania,2022,Number of Undernourished (millions),0,FAO (Realistic Simulation),2025-10-18
Albania,2022,Depth of Food Deficit (kcal/person/day),210.60269451819747,FAO (Realistic Simulation),2025-10-18
Albania,2022,Average Dietary Energy Supply Adequacy (%),141.83116307090393,FAO (Realistic Simulation),2025-10-18
Albania,2022,Average Protein Supply (g/person/day),72.2155001019919,FAO (Realistic Simulation),2025-10-18
Albania,2023,Prevalence of Undernourishment (%),13.912959521947952,FAO (Realistic Simulation),2025-10-18
Albania,2023,Number of Undernourished (millions),13.102779494984894,FAO (Realistic Simulation),2025-10-18
Albania,2023,Depth of Food Deficit (kcal/person/day),130.13683367851542,FAO (Realistic Simulation),2025-10-18
Albania,2023,Average Dietary Energy Supply Adequacy (%),112.94715873792,FAO (Realistic Simulation),2025-10-18
Albania,2023,Average Protein Supply (g/person/day),30,FAO (Realistic Simulation),2025-10-18
Algeria,2020,Prevalence of Undernourishment (%),20.393216375446915,FAO (Realistic Simulation),2025-10-18
Algeria,2020,Number of Undernourished (millions),0,FAO (Realistic Simulation),2025-10-18
Algeria,2020,Depth of Food Deficit (kcal/person/day),157.69264609681792,FAO (Realistic Simulation),2025-10-18
Algeria,2020,Average Dietary Energy Supply Adequacy (%),139.00099756601122,FAO (Realistic Simulation),2025-10-18
Algeria,2020,Average Protein Supply (g/person/day),52.84774991372933,FAO (Realistic Simulation),2025-10-18
Algeria,2021,Prevalence of Undernourishment (%),23.414956266074768,FAO (Realistic Simulation),2025-10-18
Algeria,2021,Number of Undernourished (millions),25.029016055379362,FAO (Realistic Simulation),2025-10-18
Algeria,2021,Depth of Food Deficit (kcal/person/day),334.5855152741815,FAO (Realistic Simulation),2025-10-18
Algeria,2021,Average Dietary Energy Supply Adequacy (%),91.54590574272665,FAO (Realistic Simulation),2025-10-18
Algeria,2021,Average Protein Supply (g/person/day),65.68099541024486,FAO (Realistic Simulation),2025-10-18
Algeria,2022,Prevalence of Undernourishment (%),16.745140628888628,FAO (Realistic Simulation),2025-10-18
Algeria,2022,Number of Undernourished (millions),36.91510925528985,FAO (Realistic Simulation),2025-10-18
Algeria,2022,Depth of Food Deficit (kcal/person/day),264.3495769894179,FAO (Realistic Simulation),2025-10-18
Algeria,2022,Average Dietary Energy Supply Adequacy (%),103.62071290178324,FAO (Realistic Simulation),2025-10-18
Algeria,2022,Average Protein Supply (g/person/day),72.53055974463436,FAO (Realistic Simulation),2025-10-18
Algeria,2023,Prevalence of Undernourishment (%),24.721299237962548,FAO (Realistic Simulation),2025-10-18
Algeria,2023,Number of Undernourished (millions),13.42360597496949,FAO (Realistic Simulation),2025-10-18
Algeria,2023,Depth of Food Deficit (kcal/person/day),38.72915744983186,FAO (Realistic Simulation),2025-10-18
Algeria,2023,Average Dietary Energy Supply Adequacy (%),105.33971193340908,FAO (Realistic Simulation),2025-10-18
Algeria,2023,Average Protein Supply (g/person/day),78.81649712389354,FAO (Realistic Simulation),2025-10-18
American Samoa,2020,Prevalence of Undernourishment (%),16.516176951610895,FAO (Realistic Simulation),2025-10-18
American Samoa,2020,Number of Undernourished (millions),50.75099948557189,FAO (Realistic Simulation),2025-10-18
American Samoa,2020,Depth of Food Deficit (kcal/person/day),207.89629278835594,FAO (Realistic Simulation),2025-10-18
American Samoa,2020,Average Dietary Energy Supply Adequacy (%),129.05670680389454,FAO (Realistic Simulation),2025-10-18
American Samoa,2020,Average Protein Supply (g/person/day),105.7717777532142,FAO (Realistic Simulation),2025-10-18
American Samoa,2021,Prevalence of Undernourishment (%),30.990111490079304,FAO (Realistic Simulation),2025-10-18
American Samoa,2021,Number of Undernourished (millions),15.998078060379498,FAO (Realistic Simulation),2025-10-18
American Samoa,2021,Depth of Food Deficit (kcal/person/day),140.060101412955,FAO (Realistic Simulation),2025-10-18
American Samoa,2021,Average Dietary Energy Supply Adequacy (%),80,FAO (Realistic Simulation),2025-10-18
American Samoa,2021,Average Protein Supply (g/person/day),30,FAO (Realistic Simulation),2025-10-18
American Samoa,2022,Prevalence of Undernourishment (%),18.57430019303202,FAO (Realistic Simulation),2025-10-18
American Samoa,2022,Number of Undernourished (millions),38.6833227234313,FAO (Realistic Simulation),2025-10-18
American Samoa,2022,Depth of Food Deficit (kcal/person/day),74.14351042808633,FAO (Realistic Simulation),2025-10-18
American Samoa,2022,Average Dietary Energy Supply Adequacy (%),87.32167418586053,FAO (Realistic Simulation),2025-10-18
American Samoa,2022,Average Protein Supply (g/person/day),45.51800870696392,FAO (Realistic Simulation),2025-10-18
American Samoa,2023,Prevalence of Undernourishment (%),4.843091927134688,FAO (Realistic Simulation),2025-10-18
American Samoa,2023,Number of Undernourished (millions),0,FAO (Realistic Simulation),2025-10-18
American Samoa,2023,Depth of Food Deficit (kcal/person/day),119.31349190841597,FAO (Realistic Simulation),2025-10-18
American Samoa,2023,Average Dietary Energy Supply Adequacy (%),119.04361372239566,FAO (Realistic Simulation),2025-10-18
American Samoa,2023,Average Protein Supply (g/person/day),64.82427369177907,FAO (Realistic Simulation),2025-10-18
Andorra,2020,Prevalence of Undernourishment (%),12.372821522093735,FAO (Realistic Simulation),2025-10-18
Andorra,2020,Number of Undernourished (millions),3.5564338613289017,FAO (Realistic Simulation),2025-10-18
Andorra,2020,Depth of Food Deficit (kcal/person/day),248.50385882473446,FAO (Realistic Simulation),2025-10-18
Andorra,2020,Average Dietary Energy Supply Adequacy (%),120.09697396175392,FAO (Realistic Simulation),2025-10-18
Andorra,2020,Average Protein Supply (g/person/day),71.21171979470807,FAO (Realistic Simulation),2025-10-18
Andorra,2021,Prevalence of Undernourishment (%),3.6393219173996236,FAO (Realistic Simulation),2025-10-18
Andorra,2021,Number of Undernourished (millions),55.70210537573027,FAO (Realistic Simulation),2025-10-18
Andorra,2021,Depth of Food Deficit (kcal/person/day),20.057239699679485,FAO (Realistic Simulation),2025-10-18
Andorra,2021,Average Dietary Energy Supply Adequacy (%),118.57109121296017,FAO (Realistic Simulation),2025-10-18
Andorra,2021,Average Protein Supply (g/person/day),108.09744972387367,FAO (Realistic Simulation),2025-10-18
Andorra,2022,Prevalence of Undernourishment (%),21.051447419495453,FAO (Realistic Simulation),2025-10-18
Andorra,2022,Number of Undernourished (millions),20.360932061420456,FAO (Realistic Simulation),2025-10-18
Andorra,2022,Depth of Food Deficit (kcal/person/day),0,FAO (Realistic Simulation),2025-10-18
Andorra,2022,Average Dietary Energy Supply Adequacy (%),157.17337555774003,FAO (Realistic Simulation),2025-10-18
Andorra,2022,Average Protein Supply (g/person/day),114.73260155078373,FAO (Realistic Simulation),2025-10-18
Andorra,2023,Prevalence of Undernourishment (%),15.494569804091157,FAO (Realistic Simulation),2025-10-18
Andorra,2023,Number of Undernourished (millions),18.047369072837167,FAO (Realistic Simulation),2025-10-18
Andorra,2023,Depth of Food Deficit (kcal/person/day),161.3611528618205,FAO (Realistic Simulation),2025-10-18
Andorra,2023,Average Dietary Energy Supply Adequacy (%),164.65166975154233,FAO (Realistic Simulation),2025-10-18
Andorra,2023,Average Protein Supply (g/person/day),91.7722822337048,FAO (Realistic Simulation),2025-10-18
Angola,2020,Prevalence of Undernourishment (%),2.063792808024198,FAO (Realistic Simulation),2025-10-18
Angola,2020,Number of Undernourished (millions),6.538815346713667,FAO (Realistic Simulation),2025-10-18
Angola,2020,Depth of Food Deficit (kcal/person/day),116.3040576020253,FAO (Realistic Simulation),2025-10-18
Angola,2020,Average Dietary Energy Supply Adequacy (%),111.88320024392144,FAO (Realistic Simulation),2025-10-18
Angola,2020,Average Protein Supply (g/person/day),51.619099179186264,FAO (Realistic Simulation),2025-10-18
Angola,2021,Prevalence of Undernourishment (%),25.823573665471976,FAO (Realistic Simulation),2025-10-18
Angola,2021,Number of Undernourished (millions),10.6848582325419,FAO (Realistic Simulation),2025-10-18
Angola,2021,Depth of Food Deficit (kcal/person/day),390.08361015417154,FAO (Realistic Simulation),2025-10-18
Angola,2021,Average Dietary Energy Supply Adequacy (%),140.8300612656516,FAO (Realistic Simulation),2025-10-18
Angola,2021,Average Protein Supply (g/person/day),98.76462447673424,FAO (Realistic Simulation),2025-10-18
Angola,2022,Prevalence of Undernourishment (%),22.33478562886953,FAO (Realistic Simulation),2025-10-18
Angola,2022,Number of Undernourished (millions),5.5143994739779885,FAO (Realistic Simulation),2025-10-18
Angola,2022,Depth of Food Deficit (kcal/person/day),74.69735464935042,FAO (Realistic Simulation),2025-10-18
Angola,2022,Average Dietary Energy Supply Adequacy (%),137.879284892452,FAO (Realistic Simulation),2025-10-18
Angola,2022,Average Protein Supply (g/person/day),48.87575346413053,FAO (Realistic Simulation),2025-10-18
Angola,2023,Prevalence of Undernourishment (%),3.677011871343769,FAO (Realistic Simulation),2025-10-18
Angola,2023,Number of Undernourished (millions),34.171062324974926,FAO (Realistic Simulation),2025-10-18
Angola,2023,Depth of Food Deficit (kcal/person/day),372.23063369379486,FAO (Realistic Simulation),2025-10-18
Angola,2023,Average Dietary Energy Supply Adequacy (%),92.02739355269635,FAO (Realistic Simulation),2025-10-18
Angola,2023,Average Protein Supply (g/person/day),59.52750973047074,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Prevalence of Undernourishment (%),0,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Number of Undernourished (millions),11.209662007574376,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Depth of Food Deficit (kcal/person/day),128.64631560745812,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Average Dietary Energy Supply Adequacy (%),97.99362082896405,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2020,Average Protein Supply (g/person/day),58.97024026261403,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Prevalence of Undernourishment (%),23.192706988603767,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Number of Undernourished (millions),27.743749722958555,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Depth of Food Deficit (kcal/person/day),325.99261506740635,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Average Dietary Energy Supply Adequacy (%),80,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2021,Average Protein Supply (g/person/day),62.203851264470494,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Prevalence of Undernourishment (%),19.8938418128767,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Number of Undernourished (millions),17.20325442437229,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Depth of Food Deficit (kcal/person/day),318.92470804170944,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Average Dietary Energy Supply Adequacy (%),89.42424280283126,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2022,Average Protein Supply (g/person/day),41.9348385212122,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Prevalence of Undernourishment (%),6.909867590936834,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Number of Undernourished (millions),18.491239390980205,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Depth of Food Deficit (kcal/person/day),20.358979452782336,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Average Dietary Energy Supply Adequacy (%),104.00635055007696,FAO (Realistic Simulation),2025-10-18
Antigua and Barbuda,2023,Average Protein Supply (g/person/day),86.3340987366049,FAO (Realistic Simulation),2025-10-18
Arab World,2020,Prevalence of Undernourishment (%),23.205332879691603,FAO (Realistic Simulation),2025-10-18
Arab World,2020,Number of Undernourished (millions),5.968723602842324,FAO (Realistic Simulation),2025-10-18
Arab World,2020,Depth of Food Deficit (kcal/person/day),256.0480649847475,FAO (Realistic Simulation),2025-10-18
Arab World,2020,Average Dietary Energy Supply Adequacy (%),104.10658856045521,FAO (Realistic Simulation),2025-10-18
Arab World,2020,Average Protein Supply (g/person/day),53.64209164490077,FAO (Realistic Simulation),2025-10-18
Arab World,2021,Prevalence of Undernourishment (%),24.528739214203746,FAO (Realistic Simulation),2025-10-18
Arab World,2021,Number of Undernourished (millions),10.126477351109177,FAO (Realistic Simulation),2025-10-18
Arab World,2021,Depth of Food Deficit (kcal/person/day),230.61832393753647,FAO (Realistic Simulation),2025-10-18
Arab World,2021,Average Dietary Energy Supply Adequacy (%),91.33500977035564,FAO (Realistic Simulation),2025-10-18
Arab World,2021,Average Protein Supply (g/person/day),74.6615414885199,FAO (Realistic Simulation),2025-10-18
Arab World,2022,Prevalence of Undernourishment (%),0,FAO (Realistic Simulation),2025-10-18
Arab World,2022,Number of Undernourished (millions),2.366368575311661,FAO (Realistic Simulation),2025-10-18
Arab World,2022,Depth of Food Deficit (kcal/person/day),123.36975406678226,FAO (Realistic Simulation),2025-10-18
Arab World,2022,Average Dietary Energy Supply Adequacy (%),141.5358285356893,FAO (Realistic Simulation),2025-10-18
Arab World,2022,Average Protein Supply (g/person/day),54.184864157479524,FAO (Realistic Simulation),2025-10-18
Arab World,2023,Prevalence of Undernourishment (%),17.171794349582854,FAO (Realistic Simulation),2025-10-18
Arab World,2023,Number of Undernourished (millions),14.560091675587369,FAO (Realistic Simulation),2025-10-18
Arab World,2023,Depth of Food Deficit (kcal/person/day),282.82947679708,FAO (Realistic Simulation),2025-10-18
Arab World,2023,Average Dietary Energy Supply Adequacy (%),101.35160074085182,FAO (Realistic Simulation),2025-10-18
Arab World,2023,Average Protein Supply (g/person/day),84.72410179697164,FAO (Realistic Simulation),2025-10-18
Argentina,2020,Prevalence of Undernourishment (%),11.52989564538557,FAO (Realistic Simulation),2025-10-18
Argentina,2020,Number of Undernourished (millions),33.305311105418745,FAO (Realistic Simulation),2025-10-18
Argentina,2020,Depth of Food Deficit (kcal/person/day),210.1888521665385,FAO (Realistic Simulation),2025-10-18
Argentina,2020,Average Dietary Energy Supply Adequacy (%),101.96532294480606,FAO (Realistic Simulation),2025-10-18
Argentina,2020,Average Protein Supply (g/person/day),85.86678142776077,FAO (Realistic Simulation),2025-10-18
Argentina,2021,Prevalence of Undernourishment (%),3.275576211562761,FAO (Realistic Simulation),2025-10-18
Argentina,2021,Number of Undernourished (millions),0.12111254726969989,FAO (Realistic Simulation),2025-10-18
Argentina,2021,Depth of Food Deficit (kcal/person/day),391.1950902688584,FAO (Realistic Simulation),2025-10-18
Argentina,2021,Average Dietary Energy Supply Adequacy (%),80,FAO (Realistic Simulation),2025-10-18
Argentina,2021,Average Protein Supply (g/person/day),49.68288388983211,FAO (Realistic Simulation),2025-10-18
Argentina,2022,Prevalence of Undernourishment (%),23.712838412600682,FAO (Realistic Simulation),2025-10-18
Argentina,2022,Number of Undernourished (millions),16.314983376345392,FAO (Realistic Simulation),2025-10-18
Argentina,2022,Depth of Food Deficit (kcal/person/day),193.2516988806671,FAO (Realistic Simulation),2025-10-18
Argentina,2022,Average Dietary Energy Supply Adequacy (%),91.71986888018253,FAO (Realistic Simulation),2025-10-18
Argentina,2022,Average Protein Supply (g/person/day),85.10983648561414,FAO (Realistic Simulation),2025-10-18
Argentina,2023,Prevalence of Undernourishment (%),16.188607980486868,FAO (Realistic Simulation),2025-10-18
Argentina,2023,Number of Undernourished (millions),0,FAO (Realistic Simulation),2025-10-18
Argentina,2023,Depth of Food Deficit (kcal/person/day),131.49719027336135,FAO (Realistic Simulation),2025-10-18
Argentina,2023,Average Dietary Energy Supply Adequacy (%),98.69087098651764,FAO (Realistic Simulation),2025-10-18
Argentina,2023,Average Protein Supply (g/person/day),79.79856442743508,FAO (Realistic Simulation),2025-10-18
Armenia,2020,Prevalence of Undernourishment (%),24.816573700051542,FAO (Realistic Simulation),2025-10-18
Armenia,2020,Number of Undernourished (millions),4.100493342972607,FAO (Realistic Simulation),2025-10-18
Armenia,2020,Depth of Food Deficit (kcal/person/day),197.3722062092782,FAO (Realistic Simulation),2025-10-18
Armenia,2020,Average Dietary Energy Supply Adequacy (%),157.90509708601175,FAO (Realistic Simulation),2025-10-18
Armenia,2020,Average Protein Supply (g/person/day),69.4845008058066,FAO (Realistic Simulation),2025-10-18
Armenia,2021,Prevalence of Undernourishment (%),16.846013324064653,FAO (Realistic Simulation),2025-10-18
Armenia,2021,Number of Undernourished (millions),23.771322914301297,FAO (Realistic Simulation),2025-10-18
Armenia,2021,Depth of Food Deficit (kcal/person/day),237.7410927221596,FAO (Realistic Simulation),2025-10-18
Armenia,2021,Average Dietary Energy Supply Adequacy (%),109.69204089531416,FAO (Realistic Simulation),2025-10-18
Armenia,2021,Average Protein Supply (g/person/day),86.1280096442905,FAO (Realistic Simulation),2025-10-18
Armenia,2022,Prevalence of Undernourishment (%),30.151645423721934,FAO (Realistic Simulation),2025-10-18
Armenia,2022,Number of Undernourished (millions),37.87271296222768,FAO (Realistic Simulation),2025-10-18
Armenia,2022,Depth of Food Deficit (kcal/person/day),180.68641899137396,FAO (Realistic Simulation),2025-10-18
Armenia,2022,Average Dietary Energy Supply Adequacy (%),119.0620197189134,FAO (Realistic Simulation),2025-10-18
Armenia,2022,Average Protein Supply (g/person/day),93.6291269001367,FAO (Realistic Simulation),2025-10-18
Armenia,2023,Prevalence of Undernourishment (%),26.684284520307504,FAO (Realistic Simulation),2025-10-18
Armenia,2023,Number of Undernourished (millions),21.429670524887094,FAO (Realistic Simulation),2025-10-18
Armenia,2023,Depth of Food Deficit (kcal/person/day),236.34841810549656,FAO (Realistic Simulation),2025-10-18
Armenia,2023,Average Dietary Energy Supply Adequacy (%),111.59269051028241,FAO (Realistic Simulation),2025-10-18
Armenia,2023,Average Protein Supply (g/person/day),44.00913173862956,FAO (Realistic Simulation),2025-10-18
Aruba,2020,Prevalence of Undernourishment (%),9.004072500231173,FAO (Realistic Simulation),2025-10-18
Aruba,2020,Number of Undernourished (millions),16.05180741462457,FAO (Realistic Simulation),2025-10-18
Aruba,2020,Depth of Food Deficit (kcal/person/day),160.6024784822205,FAO (Realistic Simulation),2025-10-18
Aruba,2020,Average Dietary Energy Supply Adequacy (%),140.53761723807045,FAO (Realistic Simulation),2025-10-18
Aruba,2020,Average Protein Supply (g/person/day),30,FAO (Realistic Simulation),2025-10-18
Aruba,2021,Prevalence of Undernourishment (%),25.020957220224766,FAO (Realistic Simulation),2025-10-18
Aruba,2021,Number of Undernourished (millions),33.622873256951706,FAO (Realistic Simulation),2025-10-18
Aruba,2021,Depth of Food Deficit (kcal/person/day),491.6051806355307,FAO (Realistic Simulation),2025-10-18
Aruba,2021,Average Dietary Energy Supply Adequacy (%),103.15930957923564,FAO (Realistic Simulation),2025-10-18
Aruba,2021,Average Protein Supply (g/person/day),44.392050416567734,FAO (Realistic Simulation),2025-10-18
Aruba,2022,Prevalence of Undernourishment (%),4.696353194836146,FAO (Realistic Simulation),2025-10-18
Aruba,2022,Number of Undernourished (millions),10.76302813643487,FAO (Realistic Simulation),2025-10-18
Aruba,2022,Depth of Food Deficit (kcal/person/day),361.2718167916523,FAO (Realistic Simulation),2025-10-18
Aruba,2022,Average Dietary Energy Supply Adequacy (%),101.89126924997002,FAO (Realistic Simulation),2025-10-18
Aruba,2022,Average Protein Supply (g/person/day),45.8544651252871,FAO (Realistic Simulation),2025-10-18
Aruba,2023,Prevalence of Undernourishment (%),16.28178748961415,FAO (Realistic Simulation),2025-10-18
Aruba,2023,Number of Undernourished (millions),35.9523010404714,FAO (Realistic Simulation),2025-10-18
Aruba,2023,Depth of Food Deficit (kcal/person/day),145.14468852042097,FAO (Realistic Simulation),2025-10-18
Aruba,2023,Average Dietary Energy Supply Adequacy (%),84.11961347952646,FAO (Realistic Simulation),2025-10-18
Aruba,2023,Average Protein Supply (g/person/day),52.30232416809913,FAO (Realistic Simulation),2025-10-18
Australia,2020,Prevalence of Undernourishment (%),12.233465478095914,FAO (Realistic Simulation),2025-10-18
Australia,2020,Number of Undernourished (millions),16.79884366243544,FAO (Realistic Simulation),2025-10-18
Australia,2020,Depth of Food Deficit (kcal/person/day),281.8539532695789,FAO (Realistic Simulation),2025-10-18
